AGEPH,CODPOSS,duree,lnexpo,nbrtotc,nbrtotan,chargtot,agecar,sexp,fuelc,split,usec,fleetc,sportc,coverp,powerc
48,1420,1,0,0,0,0,6-10,Female,Petrol,Monthly,Private,No,No,MTPL,<66
76,1420,1,0,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL+++,<66
45,1420,1,0,1,1,150.86799918,6-10,Female,Petrol,Once,Private,Yes,No,MTPL+,<66
64,1420,1,0,0,0,0,6-10,Female,Petrol,Twice,Private,No,No,MTPL,<66
47,1420,1,0,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL+,<66
63,1420,1,0,0,0,0,>10,Female,Petrol,Once,Private,No,No,MTPL,<66
54,1420,1,0,0,0,0,>10,Female,Petrol,Twice,Private,No,No,MTPL,<66
25,1420,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL+,<66
41,1420,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,<66
34,1420,1,0,0,0,0,>10,Female,Petrol,Thrice,Private,No,No,MTPL,<66
47,1420,1,0,0,0,0,>10,Female,Petrol,Thrice,Private,No,No,MTPL,<66
30,1420,0.6136986301,-0.488251302,0,0,0,>10,Female,Petrol,Twice,Private,No,No,MTPL,<66
32,1420,0.8657534247,-0.14415514,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL,<66
35,1430,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL+,<66
31,1430,0.3150684932,-1.154965225,0,0,0,6-10,Female,Gasoil,Thrice,Private,No,No,MTPL,<66
33,1435,1,0,0,0,0,2-5,Female,Petrol,Monthly,Private,No,No,MTPL+++,<66
68,1450,0.2520547945,-1.378108777,0,0,0,2-5,Female,Gasoil,Monthly,Private,No,No,MTPL,<66
27,1450,1,0,0,0,0,6-10,Female,Gasoil,Twice,Private,No,No,MTPL,<66
39,1460,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,<66
50,1460,1,0,0,0,0,6-10,Female,Petrol,Twice,Private,No,No,MTPL,<66
20,1470,0.7780821918,-0.250923115,1,1.2852112676,1426.3793415,6-10,Female,Petrol,Once,Private,No,No,MTPL,<66
30,1480,1,0,1,1,66.559411402,6-10,Female,Petrol,Monthly,Private,No,No,MTPL+,<66
32,1480,0.2739726027,-1.294727168,0,0,0,2-5,Female,Petrol,Monthly,Private,No,No,MTPL+,<66
49,1480,1,0,0,0,0,>10,Female,Petrol,Twice,Private,No,No,MTPL+,<66
47,1480,1,0,0,0,0,>10,Female,Petrol,Thrice,Private,No,No,MTPL+,<66
24,1480,0.7232876712,-0.32394825,0,0,0,6-10,Female,Gasoil,Twice,Private,No,No,MTPL,66-110
24,1480,1,0,2,2,298.76127606,6-10,Female,Petrol,Once,Private,No,No,MTPL,<66
21,1480,1,0,0,0,0,6-10,Female,Gasoil,Thrice,Private,No,No,MTPL+,<66
64,1480,0.9150684932,-0.088756361,0,0,0,6-10,Female,Gasoil,Once,Private,No,No,MTPL+,<66
41,1490,1,0,0,0,0,2-5,Female,Gasoil,Once,Private,No,No,MTPL+,<66
43,1495,1,0,1,1,1473.8757409,2-5,Female,Petrol,Monthly,Private,No,No,MTPL,66-110
75,1495,1,0,0,0,0,6-10,Female,Petrol,Twice,Private,No,No,MTPL,66-110
43,1500,0.901369863,-0.103839603,1,1.1094224924,5434.247482,6-10,Female,Gasoil,Twice,Private,No,No,MTPL,<66
25,1500,1,0,0,0,0,6-10,Female,Gasoil,Once,Private,No,No,MTPL,<66
28,1540,1,0,0,0,0,2-5,Female,Gasoil,Twice,Private,No,No,MTPL,<66
61,1547,1,0,0,0,0,0-1,Female,Petrol,Once,Private,Yes,No,MTPL+++,<66
30,1600,0.4876712329,-0.718113803,0,0,0,>10,Female,Petrol,Monthly,Private,No,No,MTPL,<66
52,1600,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL+++,<66
49,1600,1,0,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL+++,<66
35,1600,1,0,1,1,1255.0105479,>10,Female,Petrol,Once,Private,No,No,MTPL,<66
44,1620,1,0,0,0,0,6-10,Female,Petrol,Thrice,Private,Yes,No,MTPL+,<66
50,1630,1,0,0,0,0,2-5,Female,Petrol,Monthly,Private,No,No,MTPL+,<66
23,1630,1,0,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL,66-110
48,1640,1,0,0,0,0,2-5,Female,Petrol,Once,Private,Yes,No,MTPL+++,66-110
42,1640,1,0,0,0,0,6-10,Female,Petrol,Twice,Private,No,No,MTPL,<66
48,1650,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,<66
48,1650,1,0,0,0,0,6-10,Female,Petrol,Twice,Private,No,No,MTPL+,66-110
62,1700,0.7726027397,-0.257990283,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,<66
42,1700,0.4109589041,-0.889262059,0,0,0,0-1,Female,Petrol,Monthly,Private,No,No,MTPL+++,<66
35,1700,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL+,<66
44,1700,1,0,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL+++,<66
49,1730,0.3342465753,-1.095876309,0,0,0,6-10,Female,Petrol,Monthly,Private,No,No,MTPL+,<66
25,1730,1,0,0,0,0,6-10,Female,Petrol,Twice,Private,No,No,MTPL+,<66
48,1745,1,0,1,1,431.78094145,6-10,Female,Gasoil,Twice,Private,No,No,MTPL,<66
46,1755,1,0,0,0,0,>10,Female,Petrol,Once,Private,No,No,MTPL,<66
36,1760,1,0,2,2,2032.6773244,6-10,Female,Gasoil,Monthly,Private,No,No,MTPL+,<66
45,1770,0.4767123288,-0.740842054,1,2.0977011494,80.937235838,>10,Female,Petrol,Monthly,Private,No,No,MTPL,<66
28,1770,1,0,0,0,0,6-10,Female,Petrol,Twice,Private,No,No,MTPL+,<66
46,1770,1,0,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL,<66
40,1770,0.997260274,-0.002743486,0,0,0,2-5,Female,Gasoil,Once,Private,No,No,MTPL,<66
35,1770,1,0,0,0,0,>10,Female,Petrol,Once,Private,No,No,MTPL,<66
41,1780,1,0,0,0,0,6-10,Female,Petrol,Once,Private,Yes,No,MTPL+,66-110
40,1780,0.898630137,-0.106883745,0,0,0,2-5,Female,Petrol,Twice,Private,No,No,MTPL+,66-110
28,1785,0.7698630137,-0.261542684,0,0,0,>10,Female,Petrol,Monthly,Private,No,No,MTPL,<66
33,1785,1,0,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL,<66
51,1790,0.5506849315,-0.596592446,0,0,0,>10,Female,Gasoil,Monthly,Private,No,No,MTPL,<66
33,1800,0.3232876712,-1.129212729,0,0,0,2-5,Female,Petrol,Monthly,Private,No,No,MTPL+,<66
35,1800,0.2164383562,-1.530449501,0,0,0,>10,Female,Gasoil,Monthly,Professional,No,No,MTPL,<66
59,1800,0.3780821918,-0.972643668,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL+,<66
46,1800,1,0,0,0,0,2-5,Female,Gasoil,Once,Private,No,No,MTPL,<66
66,1800,1,0,0,0,0,6-10,Female,Gasoil,Once,Private,No,No,MTPL+++,<66
35,1800,1,0,1,1,1719.9596429,6-10,Female,Petrol,Thrice,Private,No,No,MTPL,<66
58,1800,0.2465753425,-1.400087683,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL,<66
47,1800,1,0,0,0,0,6-10,Female,Petrol,Twice,Private,No,No,MTPL,<66
36,1820,1,0,0,0,0,0-1,Female,Petrol,Once,Private,No,No,MTPL+++,<66
28,1820,1,0,0,0,0,6-10,Female,Gasoil,Thrice,Private,No,No,MTPL,<66
33,1820,1,0,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL,<66
41,1830,1,0,0,0,0,6-10,Female,Petrol,Monthly,Private,No,No,MTPL+++,<66
26,1830,0.1369863014,-1.987874348,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,66-110
45,1830,1,0,0,0,0,2-5,Female,Petrol,Thrice,Private,No,No,MTPL+++,<66
49,1840,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL+++,<66
54,1850,1,0,0,0,0,>10,Female,Petrol,Monthly,Private,No,No,MTPL,<66
44,1850,1,0,0,0,0,6-10,Female,Petrol,Monthly,Private,No,No,MTPL+,<66
37,1850,0.7342465753,-0.308910373,0,0,0,>10,Female,Petrol,Monthly,Private,No,No,MTPL,<66
42,1850,0.2794520548,-1.27492454,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL+,<66
33,1850,0.002739726,-5.899897354,0,0,0,2-5,Female,Petrol,Monthly,Private,No,No,MTPL+++,66-110
37,1850,1,0,0,0,0,>10,Female,Petrol,Twice,Private,No,No,MTPL,<66
49,1850,0.5808219178,-0.543311079,1,1.7216981132,3021.8716457,>10,Female,Petrol,Once,Private,No,No,MTPL,<66
40,1850,0.9205479452,-0.082786194,1,1.0863095238,1909.3998746,0-1,Female,Petrol,Twice,Private,No,No,MTPL,<66
54,1860,1,0,0,0,0,>10,Female,Gasoil,Monthly,Private,No,No,MTPL,<66
26,1860,0.5123287671,-0.668788737,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,<66
42,1910,1,0,1,1,67.079987804,>10,Female,Gasoil,Monthly,Private,No,No,MTPL+,<66
37,1910,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,<66
53,1930,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,<66
30,1930,0.098630137,-2.316378415,0,0,0,2-5,Female,Petrol,Monthly,Private,No,No,MTPL+,<66
61,1930,1,0,0,0,0,>10,Female,Petrol,Once,Private,No,No,MTPL,<66
40,1930,0.2493150685,-1.389037847,1,4.010989011,137.97753589,6-10,Female,Petrol,Twice,Private,No,No,MTPL+,66-110
51,1930,1,0,0,0,0,6-10,Female,Gasoil,Once,Private,No,No,MTPL,<66
31,1950,0.3342465753,-1.095876309,0,0,0,6-10,Female,Petrol,Monthly,Private,No,No,MTPL+,<66
45,1950,0.1068493151,-2.236335707,0,0,0,6-10,Female,Petrol,Monthly,Private,No,No,MTPL,<66
32,1970,1,0,0,0,0,0-1,Female,Gasoil,Monthly,Private,No,No,MTPL+++,<66
28,1980,0.6410958904,-0.444576238,0,0,0,6-10,Female,Petrol,Monthly,Private,No,No,MTPL,66-110
54,1980,0.6794520548,-0.386468607,0,0,0,0-1,Female,Petrol,Once,Private,No,No,MTPL+,66-110
51,2000,1,0,0,0,0,6-10,Female,Petrol,Monthly,Private,No,No,MTPL+,<66
34,2000,1,0,0,0,0,2-5,Female,Gasoil,Once,Private,No,No,MTPL,<66
42,2000,1,0,0,0,0,2-5,Female,Petrol,Monthly,Private,No,No,MTPL+,<66
38,2000,0.8438356164,-0.169797571,0,0,0,6-10,Female,Petrol,Monthly,Private,No,No,MTPL+,<66
53,2000,1,0,0,0,0,6-10,Female,Petrol,Monthly,Private,No,No,MTPL+++,66-110
32,2000,1,0,0,0,0,2-5,Female,Petrol,Monthly,Private,No,No,MTPL+,<66
35,2000,1,0,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL+,<66
37,2000,1,0,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL+,<66
45,2000,1,0,0,0,0,>10,Female,Petrol,Once,Private,No,No,MTPL,<66
45,2000,1,0,1,1,867.62733671,6-10,Female,Gasoil,Once,Private,No,No,MTPL,<66
40,2000,1,0,3,3,1167.9751313,2-5,Female,Petrol,Monthly,Private,No,No,MTPL,<66
37,2000,0.2273972603,-1.481056746,0,0,0,>10,Female,Petrol,Once,Private,No,No,MTPL,<66
58,2000,0.6,-0.510825624,0,0,0,6-10,Female,Petrol,Monthly,Private,No,No,MTPL,<66
50,2000,0.0904109589,-2.403389792,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,<66
37,2000,0.0328767123,-3.414990704,0,0,0,2-5,Female,Petrol,Monthly,Private,No,No,MTPL+,<66
44,2000,1,0,0,0,0,>10,Female,Petrol,Once,Private,No,No,MTPL,<66
49,2000,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL+++,66-110
60,2000,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL+,<66
40,2000,1,0,0,0,0,6-10,Female,Petrol,Twice,Private,No,No,MTPL,<66
38,2000,1,0,0,0,0,2-5,Female,Gasoil,Once,Private,No,No,MTPL+,<66
45,2000,0.6575342466,-0.41925843,0,0,0,>10,Female,Gasoil,Once,Private,No,No,MTPL,<66
29,2000,0.1753424658,-1.74101427,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,<66
27,2000,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL+,66-110
35,2000,1,0,0,0,0,6-10,Female,Petrol,Twice,Private,No,No,MTPL,<66
31,2000,1,0,1,1,150.37221213,6-10,Female,Petrol,Once,Private,No,No,MTPL,<66
57,2000,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,<66
23,2000,1,0,0,0,0,>10,Female,Petrol,Once,Private,No,No,MTPL,<66
35,2000,0.9178082192,-0.085766822,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,<66
42,2070,1,0,0,0,0,6-10,Female,Petrol,Twice,Private,No,No,MTPL,<66
23,2070,0.6301369863,-0.461818045,0,0,0,>10,Female,Gasoil,Twice,Professional,No,No,MTPL,<66
49,2110,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL+,<66
42,2150,0.7643835616,-0.268685572,1,1.3082437276,1426.3793415,>10,Female,Gasoil,Twice,Private,No,No,MTPL,<66
43,2160,1,0,0,0,0,2-5,Female,Gasoil,Monthly,Private,No,No,MTPL+,<66
30,2160,0.3506849315,-1.04786709,0,0,0,6-10,Female,Petrol,Monthly,Private,No,No,MTPL+,<66
42,2160,1,0,0,0,0,>10,Female,Gasoil,Once,Private,No,No,MTPL,<66
41,2200,0.1616438356,-1.82235991,0,0,0,>10,Female,Gasoil,Twice,Private,No,No,MTPL,<66
70,2220,1,0,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL+,<66
37,2220,0.4849315068,-0.723747621,0,0,0,6-10,Female,Gasoil,Once,Private,No,No,MTPL,<66
35,2220,1,0,0,0,0,6-10,Female,Petrol,Thrice,Private,No,No,MTPL,<66
26,2220,1,0,0,0,0,6-10,Female,Gasoil,Thrice,Private,No,No,MTPL,<66
58,2220,0.8821917808,-0.125345808,1,1.1335403727,71.988279594,6-10,Female,Gasoil,Once,Private,No,No,MTPL,<66
30,2230,1,0,1,1,1426.3793415,6-10,Female,Petrol,Once,Private,No,No,MTPL,<66
68,2230,1,0,0,0,0,>10,Female,Petrol,Once,Private,No,No,MTPL,<66
49,2235,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL+,<66
24,2260,1,0,0,0,0,2-5,Female,Gasoil,Twice,Private,No,No,MTPL+++,<66
54,2260,1,0,0,0,0,6-10,Female,Gasoil,Once,Private,No,No,MTPL,<66
29,2260,1,0,1,1,3021.8716457,0-1,Female,Petrol,Once,Private,No,No,MTPL+++,<66
28,2260,1,0,0,0,0,2-5,Female,Gasoil,Once,Private,No,No,MTPL,<66
40,2270,1,0,0,0,0,6-10,Female,Petrol,Twice,Private,No,No,MTPL,<66
36,2300,1,0,0,0,0,2-5,Female,Gasoil,Monthly,Private,No,No,MTPL+++,<66
44,2300,1,0,0,0,0,6-10,Female,Gasoil,Monthly,Private,No,No,MTPL,<66
39,2300,1,0,0,0,0,6-10,Female,Petrol,Once,Professional,No,No,MTPL,66-110
43,2300,0.9753424658,-0.024966623,3,3.0758426966,4894.4097531,6-10,Female,Gasoil,Once,Private,No,No,MTPL,<66
24,2300,1,0,0,0,0,6-10,Female,Gasoil,Twice,Private,No,No,MTPL,<66
30,2330,1,0,0,0,0,2-5,Female,Gasoil,Once,Professional,No,No,MTPL,<66
45,2370,1,0,0,0,0,6-10,Female,Gasoil,Once,Private,No,No,MTPL,<66
68,2370,1,0,0,0,0,>10,Female,Petrol,Once,Professional,No,No,MTPL,<66
33,2380,1,0,0,0,0,>10,Female,Petrol,Once,Private,No,No,MTPL,<66
49,2390,1,0,1,1,8608.0034903,0-1,Female,Gasoil,Monthly,Professional,No,No,MTPL+++,<66
52,2400,1,0,0,0,0,2-5,Female,Gasoil,Monthly,Private,No,No,MTPL+++,<66
25,2400,1,0,0,0,0,>10,Female,Gasoil,Monthly,Private,No,No,MTPL,<66
42,2400,0.8136986301,-0.206165215,0,0,0,>10,Female,Petrol,Once,Private,No,No,MTPL,<66
35,2400,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,<66
41,2400,1,0,0,0,0,6-10,Female,Petrol,Twice,Private,No,No,MTPL,<66
52,2450,1,0,0,0,0,>10,Female,Petrol,Once,Private,No,No,MTPL,<66
67,2470,0.9616438356,-0.03911113,1,1.0398860399,1239.4676239,6-10,Female,Petrol,Once,Private,No,No,MTPL,<66
59,2490,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,<66
39,2490,0.8301369863,-0.186164548,0,0,0,6-10,Female,Gasoil,Once,Private,No,No,MTPL,<66
52,2490,1,0,0,0,0,6-10,Female,Gasoil,Once,Private,No,No,MTPL,<66
49,2490,1,0,0,0,0,>10,Female,Petrol,Once,Private,No,No,MTPL,<66
50,2490,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,<66
40,2490,1,0,0,0,0,>10,Female,Gasoil,Once,Private,No,No,MTPL,<66
25,2490,1,0,0,0,0,6-10,Female,Gasoil,Once,Private,No,No,MTPL,<66
43,2490,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,<66
53,2490,0.7561643836,-0.279496488,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,<66
47,2500,0.6684931507,-0.402729128,0,0,0,6-10,Female,Petrol,Monthly,Private,No,No,MTPL+,<66
29,2520,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,<66
58,2520,1,0,0,0,0,>10,Female,Petrol,Once,Private,No,No,MTPL+,<66
46,2530,0.2082191781,-1.569164013,0,0,0,0-1,Female,Gasoil,Monthly,Private,No,No,MTPL+++,<66
44,2550,1,0,0,0,0,2-5,Female,Gasoil,Monthly,Private,No,No,MTPL+++,<66
37,2580,0.2602739726,-1.346020462,0,0,0,6-10,Female,Gasoil,Monthly,Private,No,No,MTPL,<66
32,2580,1,0,0,0,0,6-10,Female,Petrol,Twice,Private,No,No,MTPL,66-110
71,2620,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,<66
50,2630,1,0,0,0,0,0-1,Female,Gasoil,Once,Private,No,No,MTPL+,<66
36,2630,1,0,0,0,0,6-10,Female,Gasoil,Once,Professional,No,No,MTPL,<66
48,2630,1,0,0,0,0,6-10,Female,Petrol,Twice,Private,No,No,MTPL,<66
30,2640,1,0,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL+,<66
51,2640,1,0,0,0,0,2-5,Female,Petrol,Once,Professional,No,No,MTPL+++,<66
48,2650,1,0,0,0,0,2-5,Female,Petrol,Monthly,Private,No,No,MTPL+++,<66
35,2650,1,0,0,0,0,6-10,Female,Gasoil,Monthly,Private,No,No,MTPL,<66
65,2800,1,0,0,0,0,6-10,Female,Petrol,Thrice,Private,No,No,MTPL+,<66
53,2800,1,0,0,0,0,>10,Female,Petrol,Twice,Private,No,No,MTPL+,<66
55,2800,1,0,0,0,0,>10,Female,Gasoil,Once,Private,No,No,MTPL,<66
34,2800,1,0,0,0,0,6-10,Female,Petrol,Once,Private,Yes,No,MTPL+,<66
28,2800,1,0,0,0,0,2-5,Female,Petrol,Once,Private,Yes,No,MTPL,<66
44,2800,1,0,0,0,0,>10,Female,Petrol,Once,Private,No,No,MTPL,<66
26,2800,1,0,1,1,129.00379029,6-10,Female,Petrol,Twice,Private,No,No,MTPL+,<66
22,2830,1,0,0,0,0,>10,Female,Gasoil,Once,Private,No,No,MTPL,<66
57,2830,1,0,0,0,0,6-10,Female,Petrol,Twice,Private,No,No,MTPL,<66
67,2840,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,<66
41,2840,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL+,<66
66,2840,1,0,0,0,0,>10,Female,Petrol,Once,Private,No,No,MTPL,<66
69,2850,1,0,0,0,0,>10,Female,Petrol,Once,Private,No,No,MTPL,<66
53,2850,1,0,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL,<66
34,2850,1,0,0,0,0,>10,Female,Petrol,Once,Private,No,No,MTPL,<66
27,2850,0.1616438356,-1.82235991,0,0,0,6-10,Female,Petrol,Thrice,Private,No,No,MTPL,<66
63,2870,1,0,0,0,0,6-10,Female,Petrol,Once,Professional,No,No,MTPL,<66
52,2870,1,0,0,0,0,>10,Female,Gasoil,Once,Private,Yes,No,MTPL,<66
49,2870,1,0,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL,<66
68,2880,1,0,0,0,0,6-10,Female,Gasoil,Once,Private,No,No,MTPL,<66
48,2880,1,0,0,0,0,6-10,Female,Gasoil,Once,Private,No,No,MTPL,<66
23,2880,1,0,0,0,0,6-10,Female,Gasoil,Twice,Private,No,No,MTPL,<66
42,2880,1,0,0,0,0,2-5,Female,Petrol,Twice,Private,No,No,MTPL+++,<66
32,2880,1,0,1,1,129.00379029,2-5,Female,Petrol,Once,Private,No,No,MTPL,<66
69,2900,1,0,0,0,0,>10,Female,Petrol,Monthly,Private,No,No,MTPL,<66
50,2900,0.002739726,-5.899897354,0,0,0,6-10,Female,Petrol,Monthly,Private,No,No,MTPL+,<66
50,2900,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL+,<66
53,2900,1,0,0,0,0,>10,Female,Petrol,Once,Private,No,No,MTPL,<66
62,2930,1,0,1,1,71.120652257,6-10,Female,Petrol,Monthly,Private,No,No,MTPL,<66
52,2930,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,66-110
57,2930,0.301369863,-1.199416988,0,0,0,>10,Female,Gasoil,Monthly,Private,No,No,MTPL,<66
57,2940,1,0,0,0,0,2-5,Female,Petrol,Twice,Private,No,No,MTPL+,<66
39,2950,1,0,0,0,0,2-5,Female,Petrol,Monthly,Private,No,No,MTPL+++,<66
44,2950,1,0,1,1,1426.3793415,6-10,Female,Petrol,Once,Private,No,No,MTPL+++,<66
64,2970,0.1123287671,-2.186325287,0,0,0,6-10,Female,Petrol,Twice,Private,No,No,MTPL,<66
60,2970,0.1616438356,-1.82235991,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,<66
54,2980,1,0,0,0,0,>10,Female,Gasoil,Once,Private,No,No,MTPL,<66
36,2980,0.7150684932,-0.335376946,1,1.398467433,97.917942285,6-10,Female,Gasoil,Once,Private,No,No,MTPL+,<66
46,2990,1,0,0,0,0,2-5,Female,Gasoil,Monthly,Private,No,No,MTPL+++,<66
54,2990,0.1589041096,-1.839454343,0,0,0,6-10,Female,Gasoil,Monthly,Private,No,No,MTPL+,<66
54,3000,1,0,0,0,0,2-5,Female,Gasoil,Once,Private,No,No,MTPL,<66
57,3000,1,0,0,0,0,2-5,Female,Gasoil,Once,Private,No,No,MTPL+++,<66
28,3000,0.6301369863,-0.461818045,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL+,66-110
31,3000,1,0,0,0,0,6-10,Female,Gasoil,Monthly,Private,No,No,MTPL+,<66
42,3000,0.6410958904,-0.444576238,0,0,0,>10,Female,Petrol,Once,Private,No,No,MTPL,<66
62,3000,1,0,0,0,0,2-5,Female,Petrol,Once,Private,No,No,MTPL+++,<66
44,3000,1,0,0,0,0,2-5,Female,Petrol,Thrice,Private,No,No,MTPL,<66
31,3000,1,0,0,0,0,>10,Female,Petrol,Once,Private,No,No,MTPL,<66
30,3000,1,0,0,0,0,>10,Female,Gasoil,Twice,Private,No,No,MTPL+,<66
36,3000,1,0,0,0,0,6-10,Female,Gasoil,Once,Private,No,No,MTPL,<66
68,3020,1,0,0,0,0,6-10,Female,Petrol,Twice,Private,No,No,MTPL+,<66
64,3020,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,<66
50,3040,0.1315068493,-2.028696343,1,7.6041666667,106.02406055,6-10,Female,Gasoil,Once,Private,No,No,MTPL+,<66
29,3050,0.6136986301,-0.488251302,0,0,0,>10,Female,Petrol,Monthly,Private,No,No,MTPL,<66
44,3070,1,0,1,1,156.74307571,>10,Female,Petrol,Monthly,Private,No,No,MTPL,<66
24,3070,1,0,1,1,71.889122184,0-1,Female,Petrol,Monthly,Private,No,No,MTPL+++,<66
47,3070,1,0,0,0,0,6-10,Female,Petrol,Monthly,Private,No,No,MTPL,<66
31,3070,1,0,0,0,0,>10,Female,Petrol,Thrice,Private,No,No,MTPL+,<66
26,3070,0.1260273973,-2.071255957,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,<66
31,3080,1,0,1,1,152.55367515,6-10,Female,Petrol,Twice,Private,No,No,MTPL+,<66
51,3090,1,0,1,1,76.15289081,6-10,Female,Petrol,Monthly,Private,No,No,MTPL,<66
39,3110,1,0,0,0,0,6-10,Female,Gasoil,Thrice,Private,No,No,MTPL+,<66
39,3110,1,0,0,0,0,>10,Female,Petrol,Twice,Private,No,No,MTPL,<66
55,3110,1,0,0,0,0,>10,Female,Petrol,Once,Private,No,No,MTPL,<66
37,3110,1,0,0,0,0,6-10,Female,Gasoil,Once,Private,No,No,MTPL+,<66
38,3120,0.2410958904,-1.422560539,0,0,0,>10,Female,Petrol,Monthly,Private,No,No,MTPL,<66
42,3140,1,0,0,0,0,2-5,Female,Petrol,Monthly,Private,No,No,MTPL+++,<66
38,3150,0.4328767123,-0.837302321,0,0,0,6-10,Female,Petrol,Thrice,Private,No,No,MTPL+,<66
31,3150,1,0,0,0,0,>10,Female,Petrol,Once,Private,No,No,MTPL,<66
42,3200,1,0,0,0,0,>10,Female,Petrol,Once,Private,No,No,MTPL,<66
36,3220,1,0,0,0,0,6-10,Female,Gasoil,Once,Private,No,No,MTPL+,<66
28,3220,1,0,0,0,0,6-10,Female,Gasoil,Once,Private,Yes,No,MTPL+,<66
26,3290,1,0,0,0,0,6-10,Female,Petrol,Once,Private,Yes,No,MTPL,<66
30,3300,1,0,0,0,0,6-10,Female,Gasoil,Monthly,Private,No,No,MTPL,<66
40,3350,0.5863013699,-0.533921339,0,0,0,6-10,Female,Gasoil,Once,Private,No,No,MTPL,<66
40,3350,1,0,2,2,290.03542398,2-5,Female,Petrol,Twice,Private,No,No,MTPL,<66
37,3370,1,0,0,0,0,6-10,Female,Gasoil,Once,Private,No,No,MTPL,<66
28,3370,1,0,0,0,0,6-10,Female,Gasoil,Once,Private,No,No,MTPL+,<66
62,3380,1,0,0,0,0,6-10,Female,Petrol,Twice,Private,No,No,MTPL,<66
49,3390,0.1205479452,-2.11570772,0,0,0,>10,Female,Petrol,Once,Private,No,No,MTPL,<66
63,3390,1,0,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL,<66
38,3400,0.6191780822,-0.479362354,0,0,0,6-10,Female,Petrol,Once,Private,No,No,MTPL+,<66
28,3400,1,0,0,0,0,6-10,Female,Petrol,Twice,Private,No,No,MTPL+++,<66
36,3400,0.6328767123,-0.457479643,0,0,0,6-10,Female,Petrol,Once,Private,Yes,No,MTPL,<66
53,3400,1,0,0,0,0,>10,Female,Petrol,Once,Private,No,No,MTPL+,<66
